score_qstamp,qstamp,measure,beat,246971_tstamp,831987_tstamp,728901_tstamp,728902_tstamp,728914_tstamp,728915_tstamp,728892_tstamp,728896_tstamp,728897_tstamp,729160_tstamp,728921_tstamp,728922_tstamp,736746_tstamp,736747_tstamp,728930_tstamp,728938_tstamp,728939_tstamp,728934_tstamp,728926_tstamp,728906_tstamp,728910_tstamp,728943_tstamp,728957_tstamp,728951_tstamp
161.5,161.5,82,2.0,313.29,313.29,326.75,25.4019,302.13,58.6654,349.29,283.91,83.7486,279.13,341.13,93.6877,353.05,92.1468,312.99,309.07,77.0147,327.17,354.07,302.61,350.33,321.29,340.33,339.61
161.6667,161.6667,82,2.1667,313.54,313.54,327.12,25.402,302.42,58.6659,349.76,284.16,83.749,279.44,341.58,93.6878,353.44,92.1472,313.48,309.46,77.0157,327.42,354.38,302.86,350.76,321.54,340.7,339.86
161.8333,161.8333,82,2.3333,313.8099,313.8099,327.4699,25.4021,302.7899,58.6663,350.1699,284.4099,83.7495,279.7099,341.9499,93.6879,353.9299,92.1476,313.7499,309.7099,77.0167,327.7099,354.9499,303.1099,351.0699,321.8099,340.9796,340.1099
162.0,162.0,82,2.5,314.1,314.1,327.72,25.4022,303.04,58.6668,350.46,284.66,83.75,279.98,342.22,93.688,354.18,92.148,314.0,310.0,77.0176,327.96,355.2,303.36,351.34,322.06,341.32,340.38
162.1667,162.1667,82,2.6667,314.89,314.89,328.29,25.4023,303.37,58.6672,350.86,284.91,83.7505,280.33,342.71,93.6882,354.63,92.1484,314.25,310.47,77.0186,328.47,355.45,303.65,352.01,322.47,341.77,340.71
162.3333,162.3333,82,2.8333,315.1399,315.1399,328.5799,25.4024,303.6199,58.6677,351.1399,285.1599,83.751,280.5799,342.9599,93.6883,354.8799,92.1488,314.4999,310.7199,77.0196,328.7199,355.6999,303.8999,352.2599,322.7199,342.0199,340.9599
162.5,162.5,83,1.0,315.39,315.39,328.88,25.4025,303.89,58.6681,351.39,285.41,83.7514,280.83,343.21,93.6884,355.13,92.1493,314.76,310.97,77.17,328.97,355.95,304.16,352.51,322.97,342.31,341.21
162.6667,162.6667,83,1.1667,315.68,315.68,329.4,25.4026,304.32,58.6686,352.0,285.78,83.7519,281.08,344.0,93.6885,355.68,92.1497,315.02,311.32,77.3808,329.52,356.38,304.54,353.22,323.24,342.56,341.6
162.8333,162.8333,83,1.3333,315.9699,315.9699,329.6499,25.4027,304.5699,58.669,352.2499,286.0299,83.7524,281.3299,344.2499,93.6887,355.9299,92.1501,315.2699,311.5699,77.3856,329.7699,356.6299,304.7899,353.4699,323.4899,342.8299,341.8499
163.0,163.0,83,1.5,316.22,316.22,329.9,25.4028,304.82,58.6695,352.5,286.28,83.7529,281.58,344.5,93.6888,356.18,92.1505,315.52,311.82,77.3904,330.02,356.88,305.04,353.72,323.74,343.08,342.1
163.1667,163.1667,83,1.6667,316.51,316.51,330.15,25.4029,305.11,58.6699,352.75,286.53,83.7534,281.85,344.75,93.6889,356.43,92.1509,315.83,312.11,77.3952,330.39,357.13,305.29,354.01,324.01,343.33,342.35
163.3333,163.3333,83,1.8333,316.8399,316.8399,330.3999,25.403,305.3599,58.6704,353.0199,286.7799,83.7538,282.0999,344.9999,93.6891,356.6999,92.1513,316.0799,312.4799,77.4,330.6399,357.3999,305.5399,354.2599,324.2599,343.5999,342.5999
163.5,163.5,83,2.0,317.15,317.15,330.65,25.4031,305.63,58.6708,353.27,287.05,83.7543,282.35,345.25,93.6892,356.95,92.1517,316.53,312.77,77.4608,330.89,357.72,305.79,354.51,324.51,343.91,342.92
163.6667,163.6667,83,2.1667,317.4,317.4,330.9,25.4032,306.02,58.6713,353.56,287.3,83.7548,282.54,345.52,93.6893,357.2,92.1522,316.8,313.02,77.4618,331.14,358.08,306.04,354.76,324.84,344.16,343.2
163.8333,163.8333,83,2.3333,317.7299,317.7299,331.1499,25.4033,306.2699,58.6717,353.8099,287.5499,83.7553,282.7299,345.7699,93.6894,357.4499,92.1526,317.0499,313.2699,77.4629,331.3899,358.3499,306.2899,355.0299,325.1299,344.4499,343.4697
164.0,164.0,83,2.5,318.02,318.02,331.4,25.4034,306.52,58.6722,354.06,287.8,83.7557,282.98,346.02,93.6896,357.7,92.153,317.3,313.52,77.4639,331.66,358.6,306.54,355.28,325.38,344.7,343.78
164.1667,164.1667,83,2.6667,318.27,318.27,331.66,25.4035,306.77,58.6726,354.45,288.05,83.7562,283.23,346.29,93.6897,358.11,92.1534,317.55,313.87,77.465,331.91,358.87,306.93,355.55,325.63,344.97,344.03
164.3333,164.3333,83,2.8333,318.5199,318.5199,331.9799,25.4036,307.0199,58.6731,354.7398,288.2999,83.7567,283.4799,346.5999,93.6898,358.3799,92.1538,317.7999,314.1799,77.466,332.1599,359.1199,307.1799,355.8799,325.8999,345.2199,344.2999
164.5,164.5,84,1.0,318.87,318.87,332.23,25.4037,307.33,58.6735,355.17,288.55,83.7572,283.73,346.87,93.6899,358.65,92.1542,318.05,314.45,77.4671,332.53,359.41,307.43,356.21,326.15,345.54,344.55
164.6667,164.6667,84,1.1667,319.24,319.24,332.58,25.4038,307.58,58.674,355.48,288.8,83.7577,283.98,347.46,93.6901,359.14,92.1546,318.3,314.7,77.4682,333.22,359.76,307.82,356.66,326.4,345.98,344.82
164.8333,164.8333,84,1.3333,319.5097,319.5097,332.8299,25.4039,307.8299,58.6744,355.7299,289.1099,83.7581,284.2299,347.7099,93.6902,359.3899,92.155,318.5499,314.9699,77.4692,333.4699,360.0398,308.0699,356.9099,326.6499,346.2299,345.0699
165.0,165.0,84,1.5,319.78,319.78,333.08,25.404,308.08,58.6749,355.98,289.36,83.7586,284.46,347.96,93.6903,359.64,92.1555,318.8,315.22,77.4703,333.72,360.3,308.32,357.18,326.9,346.48,345.32
165.1667,165.1667,84,1.6667,320.03,320.03,333.33,25.4042,308.55,58.6753,356.37,289.69,83.7591,284.71,348.21,93.6904,359.89,92.1559,319.11,315.57,77.4713,334.01,360.67,308.57,357.43,327.19,346.75,345.57
165.3333,165.3333,84,1.8333,320.4999,320.4999,333.6399,25.4043,308.7999,58.6758,356.6399,289.9799,83.7596,284.9599,348.4799,93.6906,360.1399,92.1563,319.3599,315.8399,77.4724,334.2599,360.9199,308.8398,357.6799,327.4399,346.9999,345.8199
165.5,165.5,84,2.0,320.75,320.75,333.91,25.4044,309.05,58.6762,356.89,290.23,83.79,285.21,348.77,93.6907,360.46,92.1567,319.69,316.11,77.4734,334.51,361.17,309.11,357.95,327.69,347.26,346.07
165.6667,165.6667,84,2.1667,321.0,321.0,334.18,25.4045,309.6,58.6767,357.24,290.48,83.8023,285.46,349.32,93.6908,360.72,92.1571,319.96,316.36,77.4745,334.76,361.42,309.42,358.32,327.94,347.52,346.32
165.8333,165.8333,84,2.3333,321.2499,321.2499,334.4299,25.4046,309.8499,58.6771,357.4998,290.7299,83.8047,285.7099,349.5699,93.6909,360.9699,92.1575,320.2099,316.6499,77.4755,335.1299,361.6699,309.7099,358.5699,328.2499,347.7699,346.6099
166.0,166.0,84,2.5,321.5,321.5,334.68,25.4047,310.1,58.6776,357.78,290.98,83.807,285.96,349.82,93.6911,361.22,92.1579,320.46,316.9,77.4766,335.38,361.92,309.96,358.82,328.5,348.04,346.86
166.1667,166.1667,84,2.6667,321.87,321.87,335.07,25.4048,310.37,58.678,358.25,291.23,83.8094,286.21,350.07,93.6912,361.67,92.1584,320.72,317.19,77.4776,335.89,362.31,310.21,359.29,328.75,348.55,347.25
166.3333,166.3333,84,2.8333,322.1399,322.1399,335.3799,25.4049,310.6199,58.6785,358.4999,291.4999,83.8118,286.4599,350.3199,93.6913,361.9399,92.1588,321.0199,317.5799,77.4787,336.1599,362.6199,310.4799,359.5399,328.9999,348.8599,347.4999
166.5,166.5,85,1.0,322.45,322.45,335.67,25.405,310.87,58.6789,358.77,291.91,83.8142,286.71,350.57,93.6914,362.25,92.1592,321.27,317.84,77.4797,336.42,362.87,310.77,359.79,329.31,349.12,347.75
166.6667,166.6667,85,1.1667,322.78,322.78,336.0,25.4051,311.12,58.6794,359.08,292.16,83.8166,286.9,350.9,93.6916,362.52,92.1596,321.52,318.1,77.4856,336.74,363.18,311.02,360.04,329.56,349.4,348.06
166.8333,166.8333,85,1.3333,323.1499,323.1499,336.2899,25.4052,311.4499,58.6798,359.5293,292.4299,83.819,287.1499,351.3188,93.6917,362.8594,92.1699,321.8598,318.3996,77.4934,337.2095,363.4695,311.3196,360.4099,329.8495,349.7099,348.4295
167.0,167.0,85,1.5,323.4,323.4,336.54,25.4053,311.7,58.84,359.84,292.68,83.96,287.4,351.68,93.6918,363.16,92.42,322.12,318.68,77.54,337.5,363.76,311.6,360.66,330.14,349.96,348.72
167.1667,167.1667,85,1.6667,323.69,323.69,336.91,25.4054,311.97,59.09,360.09,292.93,83.9676,287.635,351.93,93.6919,363.41,92.4886,322.45,319.0,77.6204,337.77,364.01,311.87,360.97,330.39,350.21,348.97
167.3333,167.3333,85,1.8333,323.9999,323.9999,337.1998,25.4055,312.2998,59.3399,360.4399,293.1799,83.9751,287.86,352.1799,93.6921,363.8399,92.5,322.6999,319.2999,77.6304,338.1799,364.2997,312.1199,361.3199,330.6999,350.5799,349.2598
167.5,167.5,85,2.0,324.29,324.29,337.47,25.4056,312.55,59.59,360.77,293.43,84.0001,288.07,352.53,93.6922,364.09,92.75,322.95,319.55,77.65,338.56,364.6,312.39,361.61,330.95,350.83,349.51
167.6667,167.6667,85,2.1667,324.54,324.54,337.76,25.4057,312.82,59.72,361.06,293.76,84.0004,288.32,352.82,93.6923,364.34,92.94,323.22,319.8,77.67,338.82,364.86,312.68,361.88,331.16,351.14,349.76
167.8333,167.8333,85,2.3333,324.8899,324.8899,338.0699,25.4058,313.1699,59.7622,361.4596,294.0699,84.0007,288.5899,353.1097,93.6924,364.7099,92.9603,323.4899,320.1099,77.6899,339.1299,365.1499,312.9299,362.2899,331.4099,351.5099,350.0299
168.0,168.0,85,2.5,325.14,325.14,338.32,25.4059,313.42,59.7647,361.74,294.26,84.001,288.82,353.38,93.6926,364.96,92.9606,323.74,320.36,77.88,339.38,365.4,313.18,362.54,331.64,351.76,350.28
168.1667,168.1667,85,2.6667,325.45,325.45,338.62,25.406,313.69,59.7673,362.02,294.4041,84.0013,289.07,353.73,93.6927,365.26,92.9609,324.03,320.63,77.9236,339.73,365.71,313.45,362.79,331.95,352.11,350.55
168.3333,168.3333,85,2.8333,325.7999,325.7999,338.9599,25.4061,314.0199,59.7699,362.3998,294.4133,84.0016,289.3199,354.1799,93.6928,365.5799,92.9612,324.2999,320.9199,77.9279,340.0599,366.0198,313.7599,363.1398,332.2399,352.4196,350.8198
168.5,168.5,86,1.0,326.07,326.07,339.21,25.4062,314.27,59.7725,362.65,294.49,84.0019,289.53,354.43,93.6929,365.83,92.9615,324.55,321.17,77.9322,340.31,366.27,314.01,363.41,332.45,352.67,351.07
168.6667,168.6667,86,1.1667,326.32,326.32,339.48,25.4063,314.54,59.7751,362.94,294.5067,84.0022,289.78,354.68,93.6931,366.1,92.9618,324.86,321.42,77.9366,340.66,366.52,314.26,363.72,332.7,352.98,351.32
168.8333,168.8333,86,1.3333,326.6695,326.6695,339.7899,25.4064,314.8899,59.7776,363.3394,294.5136,84.0025,290.0299,354.9899,93.6932,366.4495,92.9621,325.1299,321.7099,77.9899,341.0097,366.8299,314.5699,364.0398,333.0299,353.3499,351.5699
169.0,169.0,86,1.5,326.96,326.96,340.04,25.4066,315.14,59.8,363.64,294.54,84.0028,290.18,355.24,93.6933,366.74,92.9624,325.38,321.96,78.1,341.28,367.08,314.82,364.3,333.28,353.6,351.82
169.1667,169.1667,86,1.6667,327.22,327.22,340.35,25.4067,315.39,59.8004,363.89,294.5496,84.0031,290.43,355.55,93.6934,367.01,92.9627,325.63,322.21,78.1022,341.71,367.33,315.07,364.55,333.53,353.9,352.17
169.3333,169.3333,86,1.8333,327.5999,327.5999,340.6799,25.4068,315.6998,59.8007,364.2198,294.5592,84.0034,290.7199,355.8598,93.6936,367.3999,92.963,325.9199,322.5199,78.1045,341.9999,367.7399,315.4198,364.8799,333.8199,354.2597,352.4199
169.5,169.5,86,2.0,327.85,327.85,340.93,25.4069,316.01,59.8011,364.53,294.59,84.0037,290.97,356.19,93.6937,367.65,92.9633,326.17,322.81,78.1067,342.29,367.99,315.69,365.29,334.11,354.53,352.67
169.6667,169.6667,86,2.1667,328.2,328.2,341.2,25.407,316.26,59.8014,364.86,294.7,84.004,291.22,356.44,93.6938,367.9,92.9636,326.42,323.06,78.1089,342.58,368.24,315.94,365.54,334.36,354.8,353.02
169.8333,169.8333,86,2.3333,328.4699,328.4699,341.5299,25.4071,316.6099,59.8018,365.1899,294.8299,84.0043,291.4699,356.8693,93.6939,368.3099,92.9639,326.7099,323.3699,78.1112,342.9594,368.5099,316.2299,365.8699,334.6299,355.1291,353.2699
170.0,170.0,86,2.5,328.72,328.72,341.78,25.4072,316.88,59.8021,365.48,295.08,84.0046,291.72,357.18,93.6941,368.56,92.9642,326.96,323.62,78.1134,343.26,368.8,316.48,366.12,334.88,355.46,353.52
170.1667,170.1667,86,2.6667,328.99,328.99,342.13,25.4073,317.13,59.8025,365.83,295.33,84.0049,291.95,357.47,93.6942,368.84,92.9645,327.23,323.87,78.1156,343.55,369.07,316.73,366.41,335.13,355.77,353.77
170.3333,170.3333,86,2.8333,329.3199,329.3199,342.3999,25.4074,317.4799,59.8028,366.1199,295.5799,84.0052,292.1999,357.7599,93.6943,369.1799,92.9648,327.5399,324.2199,78.1179,343.8199,369.3799,317.0799,366.6999,335.3999,356.0398,354.0599
170.5,170.5,87,1.0,329.61,329.61,342.68,25.4075,317.73,59.8032,366.49,295.83,84.0055,292.45,358.08,93.6945,369.43,92.9651,327.8,324.47,78.12,344.15,369.64,317.33,367.06,335.69,356.42,354.32
170.6667,170.6667,87,1.1667,330.0,330.0,343.1,25.4076,317.9233,59.8035,366.8,296.08,84.0058,292.7,358.46,93.6946,369.86,92.9654,328.06,324.72,78.1205,344.6,369.92,317.68,367.38,335.96,356.76,354.58
170.8333,170.8333,87,1.3333,330.25,330.25,343.35,25.4077,317.9372,59.8039,367.25,296.1413,84.0061,292.93,358.77,93.6947,370.13,92.9657,328.31,324.99,78.1209,344.85,370.19,317.93,367.83,336.21,357.01,354.83
171.0,171.0,87,1.5,330.5,330.5,343.6,25.4078,318.14,59.8042,367.5,296.143,84.0064,293.16,359.04,93.6948,370.38,92.9661,328.56,325.32,78.1214,345.12,370.44,318.18,368.08,336.46,357.26,355.1
171.1667,171.1667,87,1.6667,330.75,330.75,343.89,25.4079,318.3621,59.8046,367.75,296.1448,84.0067,293.41,359.39,93.695,370.64,92.9664,328.85,325.57,78.1218,345.53,370.73,318.45,368.33,336.71,357.51,355.35
171.3333,171.3333,87,1.8333,331.0,331.0,344.14,25.408,318.38,59.8049,368.0,296.1465,84.007,293.62,359.64,93.6951,370.92,92.9667,329.1,325.82,78.1223,345.78,371.02,318.7,368.58,336.96,357.76,355.64
171.5,171.5,87,2.0,331.45,331.45,344.39,25.4081,318.4206,59.8053,368.4,296.1482,84.0073,293.87,359.94,93.6952,371.23,92.967,329.35,326.13,78.1227,346.03,371.33,318.98,368.89,337.21,358.12,355.92
171.6667,171.6667,87,2.1667,331.74,331.74,344.66,25.4082,318.4212,59.8056,368.78,296.1499,84.0076,294.12,360.32,93.6953,371.48,92.9673,329.6,326.38,78.1232,346.28,371.6,319.28,369.2,337.48,358.48,356.26
171.8333,171.8333,87,2.3333,331.99,331.99,344.95,25.4083,318.4219,59.806,369.03,296.1517,84.0079,294.35,360.57,93.6955,371.87,92.9676,329.89,326.69,78.1236,346.69,371.89,319.53,369.57,337.73,358.77,356.51
172.0,172.0,87,2.5,332.34,332.34,345.2,25.4084,318.4225,59.8063,369.28,296.1534,84.0082,294.6,360.82,93.6956,372.16,92.9679,330.14,326.94,78.1241,346.94,372.14,319.78,369.82,337.98,359.02,356.76
172.1667,172.1667,87,2.6667,332.59,332.59,345.49,25.4085,318.4232,59.8067,369.57,296.1551,84.0085,294.79,361.09,93.6957,372.41,92.9682,330.39,327.19,78.1245,347.27,372.39,320.07,370.07,338.23,359.27,357.01
172.3333,172.3333,87,2.8333,332.92,332.92,345.76,25.4086,318.4239,59.807,369.9,296.1568,84.0088,295.04,361.34,93.6958,372.7,92.9685,330.64,327.5,78.125,347.58,372.74,320.32,370.4,338.48,359.56,357.26
172.5,172.5,88,1.0,333.23,333.23,346.01,25.4087,318.4245,59.8074,370.18,296.1586,84.0091,295.29,361.73,93.696,372.99,92.9688,330.89,327.75,78.1254,347.93,372.99,320.61,370.67,338.73,359.86,357.51
172.6667,172.6667,88,1.1667,333.62,333.62,346.4,25.4088,318.4252,59.8077,370.56,296.1602,84.0094,295.54,362.16,93.6961,373.34,92.9691,331.24,328.06,78.1259,348.34,373.26,321.0,371.16,339.02,360.32,357.76
172.8333,172.8333,88,1.3333,333.87,333.87,346.65,25.409,318.4259,59.8081,370.89,296.1611,84.0097,295.79,362.41,93.6962,373.65,92.9694,331.49,328.31,78.1263,348.59,373.51,321.25,371.41,339.27,360.57,358.01
173.0,173.0,88,1.5,334.12,334.12,346.9,25.4091,318.4265,59.8084,371.14,296.1621,84.01,295.96,362.66,93.6963,373.92,92.9697,331.74,328.6,78.1268,348.84,373.78,321.5,371.66,339.52,360.82,358.26
173.1667,173.1667,88,1.6667,334.43,334.43,347.15,25.4092,318.4272,59.8088,371.39,296.163,84.0103,296.21,362.93,93.6965,374.17,92.97,331.99,328.85,78.1272,349.09,374.05,321.75,371.91,339.77,361.07,358.51
173.3333,173.3333,88,1.8333,334.7,334.7,347.4,25.4093,318.4279,59.8091,371.68,296.164,84.0106,296.44,363.18,93.6966,374.42,92.9703,332.24,329.1,78.1276,349.34,374.3,322.0,372.16,340.02,361.32,358.76
173.5,173.5,88,2.0,335.03,335.03,347.7,25.4094,318.4285,59.8095,372.02,296.1649,84.0109,296.69,363.47,93.6967,374.77,92.9706,332.49,329.35,78.1281,349.72,374.59,322.25,372.41,340.27,361.59,359.03
173.6667,173.6667,88,2.1667,335.32,335.32,348.0,25.4095,318.4292,59.8098,372.44,296.1659,84.0112,296.88,363.74,93.6968,375.02,92.9709,332.74,329.6,78.1285,350.02,374.84,322.5,372.66,340.52,361.94,359.34
173.8333,173.8333,88,2.3333,335.61,335.61,348.31,25.4096,318.4298,59.8102,372.69,296.1668,84.0115,297.13,364.03,93.697,375.39,92.9712,332.99,329.91,78.129,350.29,375.09,322.75,373.01,340.77,362.19,359.59
174.0,174.0,88,2.5,335.88,335.88,348.56,25.4097,318.4305,59.8105,372.94,296.1678,84.0118,297.38,364.32,93.6971,375.64,92.9715,333.24,330.18,78.1294,350.66,375.36,323.06,373.26,341.04,362.44,359.84
174.1667,174.1667,88,2.6667,336.19,336.19,348.81,25.4098,318.4312,59.8109,373.21,296.1687,84.0121,297.69,364.61,93.6972,375.93,92.9718,333.49,330.43,78.1299,350.97,375.65,323.33,373.51,341.29,362.71,360.09
174.3333,174.3333,88,2.8333,336.5,336.5,349.06,25.4099,318.4318,59.8112,373.54,296.1697,84.0124,297.88,364.88,93.6973,376.32,92.9721,333.74,330.72,78.1303,351.3,375.96,323.58,373.88,341.54,363.04,360.36
174.5,174.5,89,1.0,336.79,336.79,349.31,25.41,318.4325,59.8116,373.83,296.1706,84.0127,298.05,365.26,93.6975,376.57,92.9724,333.99,330.97,78.1308,351.57,376.21,323.89,374.13,341.79,363.29,360.61
174.6667,174.6667,89,1.1667,337.16,337.16,349.6,25.4101,318.4332,59.8119,374.18,296.1716,84.013,298.3,365.54,93.6976,376.86,92.9727,334.24,331.26,78.1312,351.98,376.48,324.14,374.48,342.08,363.54,360.9
174.8333,174.8333,89,1.3333,337.43,337.43,349.85,25.4102,318.4338,59.8123,374.43,296.1726,84.0133,298.55,365.83,93.6977,377.13,92.973,334.49,331.51,78.1317,352.25,376.73,324.41,374.73,342.33,363.89,361.15
175.0,175.0,89,1.5,337.72,337.72,350.14,25.4103,318.4345,59.8126,374.78,296.1735,84.0136,298.8,366.1,93.6978,377.48,92.9733,334.76,331.76,78.1321,352.6,376.98,324.66,375.0,342.58,364.2,361.4
175.1667,175.1667,89,1.6667,338.0,338.0,350.39,25.4104,318.4351,59.813,375.05,296.1745,84.0139,299.05,366.36,93.698,377.74,92.9736,335.01,332.03,78.1326,352.87,377.27,324.91,375.25,342.83,364.45,361.67
175.3333,175.3333,89,1.8333,338.32,338.32,350.64,25.4105,318.4358,59.8133,375.3,296.1754,84.0142,299.3,366.7,93.6981,378.06,92.9739,335.26,332.3,78.133,353.14,377.52,325.2,375.52,343.08,364.7,361.96
175.5,175.5,89,2.0,338.61,338.61,350.99,25.4106,318.4365,59.8137,375.64,296.1764,84.0145,299.47,366.96,93.6982,378.32,92.9743,335.53,332.55,78.1335,353.43,377.81,325.45,375.83,343.33,365.03,362.21
175.6667,175.6667,89,2.1667,338.94,338.94,351.26,25.4107,318.4371,59.814,375.94,296.1773,84.0148,299.72,367.26,93.6983,378.64,92.9746,335.78,332.82,78.1339,353.72,378.06,325.72,376.08,343.58,365.32,362.46
175.8333,175.8333,89,2.3333,339.21,339.21,351.55,25.4108,318.4378,59.8144,376.25,296.1783,84.0151,299.95,367.51,93.6985,378.91,92.9749,336.03,333.08,78.1344,354.04,378.34,325.97,376.37,343.83,365.57,362.71
176.0,176.0,89,2.5,339.54,339.54,351.82,25.4109,318.4385,59.8147,376.62,296.1792,84.0154,300.2,367.84,93.6986,379.28,92.9752,336.32,333.38,78.1348,354.32,378.6,326.28,376.68,344.1,365.88,363.02
176.1667,176.1667,89,2.6667,339.83,339.83,352.07,25.411,318.4391,59.8151,376.87,296.23,84.0157,300.39,368.15,93.6987,379.53,92.9755,336.55,333.65,78.1353,354.6,378.87,326.55,376.95,344.35,366.13,363.27
176.3333,176.3333,89,2.8333,340.14,340.14,352.38,25.4111,318.4398,59.8154,377.18,296.48,84.016,300.64,368.42,93.6988,379.8,92.9758,336.8,333.92,78.1357,354.96,379.12,326.84,377.24,344.6,366.48,363.52
176.5,176.5,90,1.0,340.4,340.4,352.61,25.4112,318.61,59.8158,377.49,296.73,84.0163,300.87,368.73,93.699,380.14,92.9761,337.05,334.17,78.1362,355.27,379.41,327.11,377.59,344.85,366.75,363.77
176.6667,176.6667,90,1.1667,340.72,340.72,352.88,25.4114,318.7829,59.8162,377.82,297.04,84.0167,301.1,369.08,93.6991,380.4,92.9764,337.28,334.42,78.1366,355.56,379.66,327.4,377.86,345.1,367.0,364.02
176.8333,176.8333,90,1.3333,341.01,341.01,353.13,25.4115,318.7918,59.8165,378.07,297.29,84.017,301.35,369.35,93.6992,380.65,92.9767,337.53,334.67,78.1371,355.81,379.91,327.65,378.11,345.35,367.25,364.27
177.0,177.0,90,1.5,341.26,341.26,353.38,25.4116,318.82,59.8169,378.32,297.56,84.0173,301.52,369.6,93.6993,380.98,92.977,337.78,334.9,78.1375,356.06,380.16,327.9,378.36,345.56,367.5,364.52
177.1667,177.1667,90,1.6667,341.59,341.59,353.71,25.4117,319.0605,59.8172,378.73,297.99,84.0176,301.77,369.93,93.6995,381.29,92.9773,338.03,335.29,78.138,356.47,380.41,328.17,378.73,345.81,367.91,364.77
177.3333,177.3333,90,1.8333,341.84,341.84,353.96,25.4118,319.073,59.8176,378.98,298.24,84.0179,302.02,370.18,93.6996,381.54,92.9776,338.26,335.54,78.1384,356.78,380.66,328.42,378.98,346.06,368.16,365.04
177.5,177.5,90,2.0,342.21,342.21,354.21,25.4119,319.1803,59.8179,379.37,298.49,84.0182,302.27,370.53,93.6997,381.89,92.9779,338.57,335.81,78.1389,357.21,380.99,328.73,379.33,346.31,368.57,365.29
177.6667,177.6667,90,2.1667,342.48,342.48,354.46,25.412,319.187,59.8183,379.66,298.74,84.0185,302.52,370.78,93.6998,382.18,92.9782,338.82,336.06,78.1393,357.46,381.24,328.98,379.58,346.54,368.86,365.54
177.8333,177.8333,90,2.3333,342.77,342.77,354.75,25.4121,319.1938,59.8186,379.97,298.99,84.0188,302.77,371.09,93.7,382.45,92.9785,339.07,336.31,78.1398,357.71,381.51,329.25,379.83,346.79,369.11,365.79
178.0,178.0,90,2.5,343.08,343.08,355.02,25.4122,319.22,59.819,380.28,299.24,84.0191,302.94,371.38,93.9,382.76,92.9788,339.32,336.6,78.26,358.02,381.76,329.5,380.18,347.04,369.36,366.04
178.1667,178.1667,90,2.6667,343.41,343.41,355.29,25.4123,319.47,59.8193,380.61,299.4525,84.0194,303.19,371.81,94.15,383.05,92.9791,339.57,336.89,78.51,358.35,382.06,329.81,380.45,347.31,369.61,366.29
178.25,178.25,90,2.75,343.555,343.555,355.455,25.4123,319.595,59.8195,380.985,299.555,84.0195,303.315,371.95,94.275,383.285,92.9793,339.815,337.045,78.635,358.57,382.29,329.955,380.675,347.435,369.89,366.635
178.3333,178.3333,90,2.8333,343.78,343.78,355.6,25.4124,319.72,59.8197,381.14,299.68,84.0197,303.44,372.18,94.4,383.42,92.9794,339.94,337.26,78.76,358.7,382.42,330.08,380.8,347.56,370.2,366.76
178.5,178.5,91,1.0,344.08,344.08,355.91,25.4125,319.97,59.83,381.39,299.93,84.02,303.69,372.43,94.65,383.81,92.9797,340.22,337.51,79.01,359.24,382.71,330.35,381.08,347.87,370.47,367.1
178.6667,178.6667,91,1.1667,344.5,344.5,356.24,25.4126,320.0427,60.08,381.64,300.0025,84.0626,303.96,372.68,94.9,384.2,93.0,340.48,337.84,79.26,359.56,383.0,330.68,381.6,348.2,370.86,367.4
178.8333,178.8333,91,1.3333,344.75,344.75,356.49,25.4127,320.0464,60.33,381.89,300.0061,84.0662,304.21,372.93,95.0403,384.46,93.25,340.79,338.09,79.51,359.81,383.27,330.95,381.87,348.45,371.11,367.65
