qstamp,tstamp,measure,beat,Tromba 1,Tromba 2,Tromba 3,Timpani,Oboe 1,Oboe 2,Oboe 3,Violin 1,Violin 2,Viola,Soprano 1,Soprano 2,Alto 1,Alto 2,Tenor,Bass,Continuo
277.75,225.303,107,1.8333,F#5,r,r,r,r,r,r,r,r,r,r,E5,C#5,B3,r,r,r
278.0,225.4545,108,1.0,F#5,r,r,r,B-5,F#5,C#5,F#4,C#4,B-3,F#5,C#5,B-4,F#4,F#4,r,F#2
278.25,225.6061,108,1.1667,F#5,r,r,r,B-5,F#5,C#5,F#4,C#4,B-3,F#5,D5,B4,F#4,F#4,r,F#2
278.5,225.7576,108,1.3333,F#5,r,r,r,F#5,C#5,B-4,C#5,B-4,F#4,F#5,E5,C#5,F#3,B-3,F#3,r
278.75,225.9091,108,1.5,F#5,r,r,r,F#5,C#5,B-4,C#5,B-4,F#4,F#5,D5,B4,F#3,B-3,G#3,r
279.0,226.0606,108,1.6667,F#5,r,r,r,C#5,B-4,F#4,F#5,C#5,B-4,F#5,C#5,B-4,r,F#4,B-3,r
279.25,226.2121,108,1.8333,F#5,r,r,r,C#5,B-4,F#4,F#5,C#5,B-4,F#5,E5,C#5,r,F#4,F#3,r
279.5,226.3636,109,1.0,F#5,r,r,r,D5,B4,F#4,D5,B4,F#4,F#5,D5,B4,r,D4,B3,B2
279.75,226.5152,109,1.1667,E5,r,r,r,D5,B4,F#4,D5,B4,F#4,F#5,E5,C#5,r,D4,B3,B2
280.0,226.6667,109,1.3333,F#5,r,r,r,B5,F#5,D5,B4,F#4,D4,D5,F#5,D5,D4,B3,B2,B3
280.25,226.8182,109,1.5,G5,r,r,r,B5,F#5,D5,B4,F#4,D4,D5,E5,C#5,E4,B3,B2,B3
280.5,226.9697,109,1.6667,A5,r,r,r,r,r,r,r,r,r,r,D5,B4,F#4,r,r,B2
280.75,227.1212,109,1.8333,B5,r,r,r,r,r,r,r,r,r,r,F#5,D5,D4,r,r,B2
281.0,227.2727,110,1.0,A5,r,r,r,r,r,r,r,r,r,r,E5,C#5,A4,r,r,C#3
281.25,227.4242,110,1.1667,A5,r,r,r,r,r,r,r,r,r,r,D5,B4,A4,r,r,C#3
281.5,227.5758,110,1.3333,A5,r,r,r,A5,E5,C#5,r,r,r,C#5,C#5,A4,A4,r,r,A3
281.75,227.7273,110,1.5,A5,r,r,r,A5,E5,C#5,r,r,r,D5,B4,B4,A4,r,r,A3
282.0,227.8788,110,1.6667,A5,r,r,r,E5,C#5,A4,C#5,A4,E4,E5,C#5,G4,A4,r,r,r
282.25,228.0303,110,1.8333,A5,r,r,r,E5,C#5,A4,C#5,A4,E4,C#5,E5,A4,A4,r,r,r
282.5,228.1818,111,1.0,A5,r,r,r,r,r,r,D5,A4,F#4,D5,A4,F#4,D5,r,r,D3
282.75,228.3333,111,1.1667,A5,r,r,r,r,r,r,D5,A4,F#4,E5,G4,G4,D5,r,r,D3
283.0,228.4848,111,1.3333,A5,r,r,r,C#5,A4,E4,r,r,r,C#5,A4,E4,A4,r,r,A3
283.25,228.6364,111,1.5,A5,r,r,r,C#5,A4,E4,r,r,r,D5,B4,F#4,A4,r,r,A3
283.5,228.7879,111,1.6667,A5,r,r,r,A4,E4,G4,E5,C#5,A4,E5,C#5,G4,A4,r,r,r
283.75,228.9394,111,1.8333,A5,r,r,r,A4,E4,G4,E5,C#5,A4,C#5,A4,E4,A4,r,r,r
284.0,229.0909,112,1.0,A5,r,r,r,r,r,r,F#5,D5,A4,D5,D5,F#4,F#4,r,r,A2
284.25,229.2424,112,1.1667,A5,r,r,r,r,r,r,F#5,D5,A4,D5,E5,G4,E4,r,r,A2
284.5,229.3939,112,1.3333,A5,r,r,r,A5,F#5,D5,r,r,r,D5,F#5,A4,D4,r,r,A3
284.75,229.5455,112,1.5,A5,r,r,r,A5,F#5,D5,r,r,r,D5,E5,G4,E4,r,r,A3
285.0,229.697,112,1.6667,A5,r,r,r,F#5,D5,A4,A5,F#5,D5,A4,D5,F#4,F#4,r,r,r
285.25,229.8485,112,1.8333,A5,r,r,r,F#5,D5,A4,A5,F#5,D5,A4,E5,G4,D4,r,r,r
285.5,230.0,113,1.0,A5,E5,A4,A2,r,r,r,C#6,A5,E5,A4,C#5,E4,A4,r,r,A2
285.75,230.1515,113,1.1667,A5,E5,A4,A2,r,r,r,C#6,A5,E5,A4,B4,E4,A4,r,r,A2
286.0,230.303,113,1.3333,A5,A5,E5,A2,C#5,A4,E4,r,r,r,A4,C#5,E4,A3,r,A3,r
286.25,230.4545,113,1.5,A5,A5,E5,A2,C#5,A4,E4,r,r,r,A4,D5,E4,A3,r,B3,r
286.5,230.6061,113,1.6667,A5,E5,A4,A2,A4,E5,C#5,C#6,A5,E4,A4,E5,E4,r,r,C#4,r
286.75,230.7576,113,1.8333,A5,E5,A4,A2,A4,E5,C#5,C#6,A5,E4,A4,C#5,E4,r,r,A3,r
287.0,230.9091,114,1.0,A5,D5,F#4,D3,F#5,D5,A4,D6,A5,F#4,F#5,D5,r,r,r,D4,D3
287.5,231.2121,114,1.3333,A5,r,r,r,F#5,A4,F#4,r,r,r,F#5,D5,r,r,D4,D4,r
287.75,231.3636,114,1.5,A5,r,r,r,F#5,A4,G4,r,r,r,F#5,D5,r,r,E4,D3,r
288.0,231.5152,114,1.6667,A5,r,r,r,F#5,D5,A4,A5,F#5,D5,F#5,D5,r,r,F#4,D3,r
288.25,231.6667,114,1.8333,A5,r,r,r,F#5,D5,F#4,A5,F#5,D5,F#5,D5,r,r,D4,D3,r
288.5,231.8182,115,1.0,A5,r,r,r,B4,D5,B4,B5,G5,B4,B4,D5,r,r,G4,r,G2
288.75,231.9697,115,1.1667,A5,r,r,r,B4,F#5,A4,B5,G5,D4,B4,F#5,r,r,F#4,r,G2
289.0,232.1212,115,1.3333,A5,r,r,r,B4,E5,B4,G5,B4,G4,B4,E5,B4,G4,G4,r,r
289.25,232.2727,115,1.5,A5,r,r,r,B4,D5,A4,F#5,B4,A4,B4,D5,C5,F#4,A4,r,r
289.5,232.4242,115,1.6667,A5,r,r,r,C#5,E5,B4,G5,B4,G4,C#5,E5,B4,G4,G4,r,r
289.75,232.5758,115,1.8333,A5,r,r,r,D5,F#5,A4,A5,B4,F#4,D5,F#5,A4,A4,F#4,r,r
290.0,232.7273,116,1.0,G5,r,r,r,E5,G5,G4,B5,B4,E4,E5,G5,G4,B4,E4,r,E2
290.25,232.8788,116,1.1667,G5,r,r,r,F#5,F#5,G4,C6,A4,E4,F#5,F#5,G4,C5,E4,r,D2
290.5,233.0303,116,1.3333,G5,r,r,r,G5,E5,G4,B5,G4,E4,G5,E5,G4,B4,E4,E3,E2
290.75,233.1818,116,1.5,G5,r,r,r,F#5,D5,G4,A5,A4,E4,F#5,D5,G4,A4,E4,F#3,F#2
291.0,233.3333,116,1.6667,G5,r,r,r,E5,C#5,G4,G5,B4,E4,E5,C#5,G4,G4,E4,G3,G2
291.25,233.4848,116,1.8333,G5,r,r,r,D5,B4,G4,F#5,B4,E4,D5,B4,G4,F#4,E4,E3,E2
291.5,233.6364,117,1.0,G5,E5,A4,A2,C#5,A4,G4,E5,C#5,E4,C#5,A4,G4,E4,E4,A3,A2
291.75,233.7879,117,1.1667,G5,E5,A4,A2,C#5,A4,E4,C#5,C#5,A3,C#5,A4,E4,C#4,A3,A3,A2
292.0,233.9394,117,1.3333,G5,r,r,r,B4,B4,F#4,D5,r,D4,B4,B4,F#4,D4,D4,F#3,F#2
292.25,234.0909,117,1.5,A5,r,r,r,A4,C#5,G4,E5,r,C#4,A4,C#5,G4,E4,C#4,F#3,F#2
292.5,234.2424,117,1.6667,F#5,D5,D4,D3,D5,D5,A4,F#5,B4,B3,D5,D5,A4,F#4,B3,B3,B2
292.75,234.3939,117,1.8333,F#5,D5,D4,D3,D5,D5,F#4,F#5,B4,A3,D5,D5,F#4,F#4,A3,B3,B2
293.0,234.5455,118,1.0,F#5,D5,D4,D3,D5,B4,G4,F#5,B4,B3,D5,B4,G4,E4,B3,G3,G2
293.25,234.697,118,1.1667,E5,D5,D4,D3,E5,B4,G4,B5,B4,B3,E5,B4,G4,E4,G4,G3,G2
293.5,234.8485,118,1.3333,E5,A4,A4,A2,C#5,A4,r,E5,C#5,E4,C#5,A4,G4,A3,E4,A3,A2
293.75,235.0,118,1.5,E5,A4,A4,A2,C#5,A4,r,F#5,C#5,E4,C#5,A4,F#4,A3,E4,A3,A2
294.0,235.1515,118,1.6667,E5,A4,A4,A2,C#5,E4,r,G5,C#5,A3,C#5,r,G4,r,A3,A2,A2
294.25,235.303,118,1.8333,D5,A4,A4,A2,D5,E4,r,A5,C#5,A3,D5,r,A4,r,A3,A2,A2
294.5,235.4545,119,1.0,D5,A4,F#4,D3,D5,F#4,D4,F#5,A4,A3,D5,F#4,F#4,D4,A3,D3,D2
294.75,235.6061,119,1.1667,D5,A4,F#4,D3,E5,F#4,D4,G5,A4,A3,D5,F#4,F#4,D4,A3,D3,D2
295.0,235.7576,119,1.3333,r,r,r,r,F#5,F#4,D4,A5,r,r,F#5,F#4,F#4,D4,A3,D3,D3
295.25,235.9091,119,1.5,r,r,r,r,G5,F#4,D4,B5,r,r,G5,F#4,F#4,D4,A3,D3,D3
295.5,236.0606,119,1.6667,r,r,r,r,F#5,F#4,D4,A5,r,r,F#5,F#4,r,D4,r,r,F#3
295.75,236.2121,119,1.8333,r,r,r,r,E5,F#4,D4,G5,r,r,E5,F#4,r,D4,r,r,F#3
296.0,236.3636,120,1.0,r,r,r,r,D5,D5,B4,F#5,r,r,D5,D5,r,B4,r,r,B2
296.25,236.5152,120,1.1667,r,r,r,r,C#5,D5,B4,E5,r,r,C#5,D5,r,B4,r,r,B2
296.5,236.6667,120,1.3333,r,r,r,r,B4,D5,B4,D5,r,r,B4,D5,r,B4,r,r,r
296.75,236.8182,120,1.5,r,r,r,r,C#5,D5,B4,E5,r,r,C#5,D5,r,B4,r,r,r
297.0,236.9697,120,1.6667,r,r,r,r,D5,D5,B4,F#5,r,r,D5,D5,r,B4,r,r,B3
297.25,237.1212,120,1.8333,r,r,r,r,B4,D5,B4,D5,r,r,B4,D5,r,B4,r,r,B3
297.5,237.2727,121,1.0,r,r,r,r,C#5,G4,E4,E5,r,r,C#5,G4,r,E4,r,r,B3
297.75,237.4242,121,1.1667,r,r,r,r,D5,G4,E4,F#5,r,r,D5,G4,r,E4,r,r,B3
298.0,237.5758,121,1.3333,r,r,r,r,E5,G4,E4,G5,r,r,E5,G4,r,E4,r,r,E3
298.25,237.7273,121,1.5,r,r,r,r,F#5,G4,E4,A5,r,r,F#5,G4,r,E4,r,r,E3
298.5,237.8788,121,1.6667,r,r,r,r,E5,A4,F#4,G5,r,r,E5,A4,r,F#4,r,r,A3
298.75,238.0303,121,1.8333,r,r,r,r,D5,B4,G4,F#5,r,r,D5,B4,r,G4,r,r,A3
299.0,238.1818,122,1.0,r,r,r,r,C#5,C#5,A4,E5,r,r,C#5,C#5,r,A4,r,r,A3
299.25,238.3333,122,1.1667,r,r,r,r,B4,D5,B4,D5,r,r,B4,D5,r,B4,r,r,A3
299.5,238.4848,122,1.3333,r,r,r,r,A4,E5,C#5,C#5,r,r,A4,E5,r,C#5,r,r,E3
299.75,238.6364,122,1.5,r,r,r,r,B4,D5,B4,D5,r,r,B4,D5,r,B4,r,r,E3
300.0,238.7879,122,1.6667,r,r,r,r,C#5,C#5,A4,E5,r,r,C#5,C#5,r,A4,r,r,A2
300.25,238.9394,122,1.8333,r,r,r,r,E5,B4,G4,C#5,r,r,E5,B4,r,G4,r,r,A2
300.5,239.0909,123,1.0,r,r,r,r,D5,A4,F#4,D5,r,r,D5,A4,r,F#4,r,r,D3
300.75,239.2424,123,1.1667,r,r,r,r,C#5,A4,F#4,E5,r,r,C#5,A4,r,F#4,r,r,D3
301.0,239.3939,123,1.3333,r,r,r,r,D5,G#4,E4,F#5,r,r,D5,G#4,r,E4,r,r,E3
301.25,239.5455,123,1.5,r,r,r,r,E5,F#4,D4,G5,r,r,E5,F#4,r,D4,r,r,E3
301.5,239.697,123,1.6667,r,r,r,r,C#5,C#5,A4,E5,r,r,C#5,C#5,r,A4,r,r,F#3
301.75,239.8485,123,1.8333,r,r,r,r,D5,C#5,A4,D5,r,r,D5,C#5,r,A4,r,r,F#3
302.0,240.0,124,1.0,r,r,r,r,E5,C#5,A4,C#5,r,r,E5,C#5,r,A4,r,r,E3
302.25,240.1515,124,1.1667,r,r,r,r,D5,D5,B4,B4,r,r,D5,D5,r,B4,r,r,E3
302.5,240.303,124,1.3333,r,r,r,r,E5,B4,G#4,B5,r,r,E5,B4,r,G#4,r,r,D3
302.75,240.4545,124,1.5,r,r,r,r,F#5,B4,G#4,A5,r,r,F#5,B4,r,G#4,r,r,D3
303.0,240.6061,124,1.6667,r,r,r,r,E5,B4,G#4,G#5,r,r,E5,B4,r,G#4,r,r,E3
303.25,240.7576,124,1.8333,r,r,r,r,D5,C#5,A4,F#5,r,r,D5,C#5,r,A4,r,r,E3
303.5,240.9091,125,1.0,r,r,r,r,C#5,C#5,A4,E5,A3,A3,C#5,C#5,C#4,A4,A3,r,A2
303.75,241.0606,125,1.1667,r,r,r,r,C#5,D5,B4,D5,A3,A3,C#5,C#5,C#4,A4,A3,r,A2
304.0,241.2121,125,1.3333,r,r,r,r,A4,E5,C#5,C#5,A3,A3,A4,E5,C#4,C#5,A3,r,A3
304.25,241.3636,125,1.5,r,r,r,r,A4,F#5,D5,B4,A3,A3,A4,F#5,C#4,D5,A3,r,A3
304.5,241.5152,125,1.6667,r,r,r,r,E5,E5,C#5,C#5,A3,A3,E5,E5,C#4,C#5,A3,r,A3
304.75,241.6667,125,1.8333,r,r,r,r,E5,D5,B4,E5,A3,A3,E5,D5,C#4,B4,A3,r,A3
305.0,241.8182,126,1.0,r,r,r,r,E5,C#5,A4,A5,F#4,F#4,E5,C#5,A4,A4,F#4,r,F#4
305.25,241.9697,126,1.1667,r,r,r,r,E5,B4,G4,A5,F#4,F#4,E5,B4,A4,G4,F#4,r,F#4
305.5,242.1212,126,1.3333,r,r,r,r,A5,A4,F#4,A5,F#4,F#4,A5,A4,A4,F#4,F#4,r,F#4
305.75,242.2727,126,1.5,r,r,r,r,G5,B4,G4,A5,F#4,F#4,G5,B4,A4,G4,F#4,r,F#4
306.0,242.4242,126,1.6667,r,r,r,r,F#5,C#5,A4,A5,F#4,F#4,F#5,C#5,A4,A4,F#4,r,F#4
306.25,242.5758,126,1.8333,r,r,r,r,E5,A4,F#4,A5,F#4,F#4,E5,A4,A4,F#4,F#4,r,F#4
306.5,242.7273,127,1.0,r,r,r,r,D5,B4,G4,D5,B3,B3,D5,B4,D4,G4,B3,r,B3
306.75,242.8788,127,1.1667,r,r,r,r,D5,C#5,A4,D5,B3,B3,D5,C#5,D4,A4,B3,r,B3
307.0,243.0303,127,1.3333,r,r,r,r,G5,D5,B4,D5,B3,B3,G5,D5,D4,B4,B3,r,B3
307.25,243.1818,127,1.5,r,r,r,r,G5,E5,C#5,D5,B3,B3,G5,E5,D4,C#5,B3,r,B3
307.5,243.3333,127,1.6667,r,r,r,r,G5,D5,B4,E5,C#4,C#4,G5,D5,E4,B4,C#4,r,C#4
307.75,243.4848,127,1.8333,r,r,r,r,G5,C#5,A4,F#5,D4,D4,G5,C#5,F#4,A4,D4,r,D4
308.0,243.6364,128,1.0,r,r,r,r,G5,B4,G4,G5,E4,E4,G5,B4,G4,G4,E4,r,E4
308.25,243.7879,128,1.1667,r,r,r,r,G5,A4,F#4,A5,F#4,F#4,G5,A4,A4,F#4,F#4,r,F#4
308.5,243.9394,128,1.3333,r,r,r,r,B4,G4,E4,B5,G4,G4,B4,G4,B4,E4,G4,r,G4
308.75,244.0909,128,1.5,r,r,r,r,B4,A4,F#4,A5,F#4,F#4,B4,A4,A4,F#4,F#4,r,F#4
309.0,244.2424,128,1.6667,r,r,r,r,E5,B4,G4,G5,E4,E4,E5,B4,G4,G4,E4,r,E4
309.25,244.3939,128,1.8333,r,r,r,r,E5,B4,G4,F#5,D4,D4,E5,B4,F#4,G4,D4,r,D4
309.5,244.5455,129,1.0,r,r,r,r,E5,C#5,A4,E5,C#4,C#4,E5,C#5,E4,A4,C#4,r,C#4
310.0,244.8485,129,1.3333,r,r,r,r,E4,C#5,A4,D5,B3,B3,E4,C#5,D4,A4,B3,r,B3
310.25,245.0,129,1.5,r,r,r,r,E4,B4,G4,C#5,A3,A3,E4,B4,C#4,G4,A3,r,A3
310.5,245.1515,129,1.6667,r,r,r,r,D5,A4,F#4,F#5,D4,D4,D5,A4,F#4,F#4,D4,r,D4
310.75,245.303,129,1.8333,r,r,r,r,E5,B4,G4,F#5,D4,D4,E5,B4,F#4,G4,D4,r,D4
311.0,245.4545,130,1.0,r,r,r,r,F#5,C#5,A4,F#5,D4,D4,F#5,C#5,F#4,A4,D4,r,D4
311.25,245.6061,130,1.1667,r,r,r,r,B5,B4,G4,G5,E4,E4,E5,B4,G4,G4,E4,r,E4
311.5,245.7576,130,1.3333,r,r,r,r,E5,C#5,A4,E5,C#4,C#4,E5,C#5,E4,A4,C#4,r,C#4
311.75,245.9091,130,1.5,r,r,r,r,G5,D5,B4,E5,C#4,C#4,G5,D5,E4,B4,C#4,r,C#4
312.0,246.0606,130,1.6667,r,r,r,r,F#5,C#5,A4,E5,C#4,C#4,F#5,C#5,E4,A4,C#4,r,C#4
312.25,246.2121,130,1.8333,r,r,r,r,E5,B4,G4,F#5,D4,D4,E5,B4,F#4,G4,D4,r,D4
312.5,246.3636,131,1.0,F#5,D5,A4,D3,D5,A4,F#4,F#5,D4,D4,D5,A4,F#4,F#4,D4,D3,D3
312.75,246.5152,131,1.1667,F#5,D5,A4,D3,D5,A4,F#4,G5,D4,D4,D5,A4,F#4,F#4,D4,D3,D3
313.0,246.6667,131,1.3333,F#5,r,r,r,A4,F#4,D4,A5,F#5,D4,A4,F#4,A4,D4,F#4,D3,D3
313.25,246.8182,131,1.5,F#5,r,r,r,A4,F#4,D4,B5,G5,D4,A4,F#4,B4,D4,G4,D3,D3
313.5,246.9697,131,1.6667,F#5,r,r,r,F#4,D4,A4,A5,F#5,D4,F#4,D4,A4,D4,F#4,D3,D3
313.75,247.1212,131,1.8333,F#5,r,r,r,F#4,D4,A4,G5,E5,D4,F#4,D4,G4,E4,E4,D3,D3
314.0,247.2727,132,1.0,D6,F#5,D4,D3,r,r,r,F#5,D5,B4,r,r,F#4,F#4,D4,B3,B3
314.25,247.4242,132,1.1667,D6,F#5,D4,D3,r,r,r,E5,C5,B4,r,r,E4,G4,C4,B3,B3
314.5,247.5758,132,1.3333,D6,r,r,r,D5,F#5,B4,D5,B4,B4,D5,F#5,D4,A4,B3,B3,B3
314.75,247.7273,132,1.5,D6,r,r,r,C5,E5,B4,E5,C5,B4,C5,E5,E4,G4,C4,B3,B3
315.0,247.8788,132,1.6667,D6,r,r,r,B4,D5,B4,F#5,D5,B4,B4,D5,F#4,F#4,D4,B3,B3
315.25,248.0303,132,1.8333,D6,r,r,r,D5,F#5,B4,D5,B4,B4,D5,F#5,D4,A4,B3,B3,B3
315.5,248.1818,133,1.0,G5,B5,E5,r,G5,E5,r,E5,C5,E4,G5,E5,E4,G4,C4,E3,E3
315.75,248.3333,133,1.1667,G5,B5,E5,r,G5,E5,r,F#5,D5,E4,G5,E5,F#4,G4,D4,E3,E3
316.0,248.4848,133,1.3333,G5,r,r,r,G5,E5,B4,G5,E5,E4,E5,E5,G4,G4,E4,E3,E3
316.25,248.6364,133,1.5,G5,r,r,r,G5,E5,B4,A5,F#5,E4,E5,E5,A4,G4,F#4,E3,E3
316.5,248.7879,133,1.6667,A5,r,r,r,G5,E5,B4,G5,E5,F#4,B4,E5,G4,G4,E4,F#3,F#3
316.75,248.9394,133,1.8333,B5,r,r,r,G5,E5,B4,F#5,D5,G4,B4,E5,F#4,G4,D4,G3,G3
317.0,249.0909,134,1.0,C6,A5,E5,r,G5,E5,r,E5,C5,A4,C5,E5,E4,G4,C4,A3,A3
317.25,249.2424,134,1.1667,D6,A5,E5,r,E5,E5,r,D5,B4,B4,D5,E5,D4,E4,B3,B3,B3
317.5,249.3939,134,1.3333,E6,r,r,r,A5,E4,C5,C5,A4,C5,E5,E4,C4,A4,A3,C4,C4
317.75,249.5455,134,1.5,D6,r,r,r,G5,E4,C5,D5,B4,B4,D5,E4,D4,G4,B3,B3,B3
318.0,249.697,134,1.6667,C6,r,r,r,A5,A4,C5,E5,C5,A4,C5,A4,E4,A4,C4,A3,A3
318.25,249.8485,134,1.8333,B5,r,r,r,A5,B4,C5,E5,C5,G4,B4,B4,E4,A4,C4,G3,G3
318.5,250.0,135,1.0,A5,A5,D5,D3,A5,C5,r,F#5,D5,F#4,A4,C5,F#4,A4,D4,F#3,F#3
318.75,250.1515,135,1.1667,A5,A5,D5,D3,F#5,A4,r,F#5,D5,F#4,A4,A4,F#4,F#4,D4,F#3,F#3
319.0,250.303,135,1.3333,G5,r,r,r,G5,B4,D4,F#5,D5,E4,G4,B4,F#4,G4,D4,E3,E3
319.25,250.4545,135,1.5,F#5,r,r,r,A5,C5,D4,E5,C5,D4,F#4,C5,E4,A4,C4,D3,D3
319.5,250.6061,135,1.6667,B5,G5,D5,D3,G5,D5,B4,D5,B4,G4,B4,D5,D4,G4,B3,G3,G3
319.75,250.7576,135,1.8333,B5,G5,D5,D3,A5,D5,B4,E5,C5,G4,B4,D5,E4,A4,C4,G3,G3
320.0,250.9091,136,1.0,B5,D5,D4,D3,B5,D5,G4,F#5,D5,G4,B4,G4,F#4,B4,D4,G3,G2
320.25,251.0606,136,1.1667,C6,D5,D4,D3,A5,D5,G4,E5,C5,A4,C5,G4,E4,A4,C4,A3,G2
320.5,251.2121,136,1.3333,A5,D5,D4,D3,A5,C5,A4,F#5,D5,F#4,A4,A4,F#4,A4,D4,F#3,D3
320.75,251.3636,136,1.5,A5,D5,D4,D3,A5,B4,A4,G5,E5,F#4,A4,A4,G4,A4,E4,F#3,D3
321.0,251.5152,136,1.6667,A5,D5,D4,D3,A5,C5,D4,F#5,D5,F#4,A4,D4,F#4,A4,D4,F#3,D2
321.25,251.6667,136,1.8333,B5,D5,D4,D3,A5,D5,D4,E5,C5,G4,B4,D4,E4,A4,C4,G3,D2
321.5,251.8182,137,1.0,B5,D5,D4,D3,G5,D4,B4,D5,B4,G4,B4,D4,D4,G4,B3,G3,G2
322.0,252.1212,137,1.3333,r,r,r,r,E5,B4,G4,r,r,r,E5,B4,B3,G4,D4,G3,G3
322.25,252.2727,137,1.5,r,r,r,r,F#5,C#5,A4,r,r,r,F#5,C#5,B3,A4,D4,G3,G3
322.5,252.4242,137,1.6667,r,r,r,r,G5,D5,B4,r,r,r,G5,D5,r,B4,r,G3,G3
322.75,252.5758,137,1.8333,r,r,r,r,E5,B4,G4,r,r,r,E5,B4,r,G4,r,G3,G3
323.0,252.7273,138,1.0,r,r,r,r,A5,C#5,E4,r,r,r,A5,C#5,r,E4,A3,G3,G3
323.25,252.8788,138,1.1667,r,r,r,r,A5,C#5,E4,r,r,r,A5,B4,r,D4,A3,G3,G3
323.5,253.0303,138,1.3333,r,r,r,r,r,r,r,C#5,A4,E4,A4,C#5,r,E4,A3,F#3,F#3
323.75,253.1818,138,1.5,r,r,r,r,r,r,r,D5,B4,F#4,B4,D5,r,F#4,A3,F#3,F#3
324.0,253.3333,138,1.6667,r,r,r,r,r,r,r,E5,C#5,G4,C#5,E5,r,G4,A3,E3,E3
324.25,253.4848,138,1.8333,r,r,r,r,r,r,r,C#5,A4,E4,A4,C#5,r,E4,A3,E3,E3
324.5,253.6364,139,1.0,r,r,r,r,r,r,r,A5,F#5,D5,D5,D5,r,A4,A3,F#3,F#3
324.75,253.7879,139,1.1667,r,r,r,r,r,r,r,A5,F#5,D5,C#5,D5,r,G4,A3,F#3,F#3
325.0,253.9394,139,1.3333,r,r,r,r,D5,A4,F#4,r,r,r,D5,A4,F#4,F#4,D3,F#3,F#3
325.25,254.0909,139,1.5,r,r,r,r,E5,B4,G4,r,r,r,E5,G4,G4,E4,D3,F#3,F#3
325.5,254.2424,139,1.6667,r,r,r,r,F#5,C5,A4,r,r,r,F#5,F#4,A4,D4,D4,F#3,F#3
325.75,254.3939,139,1.8333,r,r,r,r,D5,A4,F#4,r,r,r,D5,A4,F#4,F#4,D4,F#3,F#3
326.0,254.5455,140,1.0,r,r,r,r,B4,G4,D4,r,r,r,B4,G4,D4,G4,D4,F#3,F#3
326.25,254.697,140,1.1667,r,r,r,r,B4,G4,D4,r,r,r,A4,F#4,C#4,G4,D4,F#3,F#3
326.5,254.8485,140,1.3333,r,r,r,r,r,r,r,B4,G4,D4,B4,G4,D4,G4,B3,E3,E3
326.75,255.0,140,1.5,r,r,r,r,r,r,r,C#5,A4,E4,C#5,A4,E4,G4,B3,E3,E3
327.0,255.1515,140,1.6667,r,r,r,r,r,r,r,D5,B4,F#4,D5,B4,F#4,G4,B3,D3,D3
327.25,255.303,140,1.8333,r,r,r,r,r,r,r,B4,G4,D4,B4,B4,D4,G4,B3,D3,D3
327.5,255.4545,141,1.0,r,r,r,r,G5,E5,B4,G4,E4,B3,G5,B4,B4,G4,E4,E3,E3
327.75,255.6061,141,1.1667,r,r,r,r,F#5,C5,A4,G4,E4,B3,F#5,C5,A4,A4,F#4,E3,E3
328.0,255.7576,141,1.3333,r,r,r,r,E5,B4,G4,r,r,r,E5,B4,G4,B4,G4,E3,E3
328.25,255.9091,141,1.5,r,r,r,r,D5,A4,F#4,r,r,r,D5,A4,F#4,B4,G4,E3,E3
328.5,256.0606,141,1.6667,r,r,r,r,C#5,G4,E4,r,r,r,C#5,G4,E4,B3,G3,E3,E3
328.75,256.2121,141,1.8333,r,r,r,r,B4,F#4,D4,r,r,r,B4,F#4,D4,B3,G3,E3,E3
329.0,256.3636,142,1.0,r,r,r,r,C#5,G4,E4,r,r,r,C#5,G4,E4,E4,G3,E3,E3
329.25,256.5152,142,1.1667,r,r,r,r,D5,A4,F#4,r,r,r,D5,A4,F#4,E4,G3,E3,E3
329.5,256.6667,142,1.3333,r,r,r,r,E5,B4,G4,r,r,r,E5,B4,G4,B4,E3,D3,D3
329.75,256.8182,142,1.5,r,r,r,r,F#5,C#5,A4,r,r,r,F#5,C#5,A4,B4,E3,D3,D3
330.0,256.9697,142,1.6667,r,r,r,r,G5,D5,B4,r,r,r,G5,D5,B4,A4,E3,C#3,C#3
330.25,257.1212,142,1.8333,r,r,r,r,E5,E5,C#5,r,r,r,E5,E5,C#5,A4,E3,C#3,C#3
330.5,257.2727,143,1.0,r,r,r,r,F#5,D5,A4,r,r,r,F#5,D5,A4,A4,A3,D3,D3
330.75,257.4242,143,1.1667,r,r,r,r,E5,B4,G4,r,r,r,E5,D5,G4,A4,A3,D3,D3
331.0,257.5758,143,1.3333,r,r,r,r,D5,A4,F#4,D5,B4,F#4,D5,A4,F#4,D4,B3,D3,D3
331.25,257.7273,143,1.5,r,r,r,r,C#5,G4,E4,E5,C#5,F#4,C#5,A4,E4,E4,C#4,D3,D3
331.5,257.8788,143,1.6667,r,r,r,r,B4,F#4,D4,F#5,D5,B4,B4,F#4,D4,F#4,D4,D3,D3
331.75,258.0303,143,1.8333,r,r,r,r,D5,A4,F#4,D5,B4,B4,D5,F#4,F#4,D4,B3,D3,D3
332.0,258.1818,144,1.0,r,r,r,r,E5,B4,G4,B4,G4,B4,E5,B4,G4,B3,G3,D3,D3
332.25,258.3333,144,1.1667,r,r,r,r,E5,B4,G4,E5,B4,G4,E5,G4,G4,E4,B3,D3,D3
332.5,258.4848,144,1.3333,r,r,r,r,E5,B4,G4,F#5,C#5,A4,E5,A4,G4,F#4,C#4,C#3,C#3
