qstamp,tstamp,measure,beat,Flute 1,Flute 2,Oboe 1,Oboe 2,A Clarinet 1,A Clarinet 2,Bassoon 1,Bassoon 2,G Horn 1,G Horn  2,C Horn 3,C Horn 4,Violin 1,Violin 2,Viola,Violoncello,Contrabass
505.5,215.4142,224,1.5,D6,G5,r,r,D5,G4,D4,G3,D4,D4,r,r,r,r,r,B-3,r
506.0,215.6642,224,2.0,C6,F#5,r,r,C5,F#4,D4,G3,D4,D4,r,r,r,r,r,A3,r
506.5,215.9142,224,2.5,A5,F#5,r,r,A4,F#4,D4,G3,D4,D4,r,r,r,r,r,D3,r
507.0,216.1642,224,3.0,G5,G5,r,r,G4,G4,G3,G3,D4,D4,r,r,r,r,r,G3,r
507.5,216.4142,224,3.5,G5,G5,r,r,G4,G4,G3,G3,D4,D4,r,r,r,r,r,G2,r
508.0,216.6642,225,1.0,G5,G5,r,r,G4,G4,G3,G3,D4,D4,r,r,r,r,r,E-2,E-2
508.5,216.9142,225,1.5,G5,G5,r,r,G4,G4,G3,G3,D4,D4,r,r,r,r,r,B-2,E-2
509.0,217.1642,225,2.0,B-5,G5,B-4,r,B-4,G4,B-3,G3,r,r,r,r,G6,G5,G4,E-3,r
509.5,217.4142,225,2.5,B-5,G5,B-4,r,B-4,G4,B-3,G3,r,r,r,r,G6,G5,G4,G3,r
510.0,217.6642,225,3.0,B-5,G5,B-4,r,B-4,G4,B-3,G3,r,r,r,r,B-5,B-4,B-3,B-3,r
510.5,217.9142,225,3.5,B-5,G5,B-4,r,B-4,G4,B-3,G3,r,r,r,r,B-5,B-4,B-3,E-4,r
511.0,218.1642,226,1.0,A5,G5,E-5,r,A4,G4,A3,G3,r,r,r,r,A5,A4,A3,C2,C2
511.5,218.4142,226,1.5,A5,G5,E-5,r,A4,G4,A3,G3,r,r,r,r,A5,A4,A3,A2,C2
512.0,218.6642,226,2.0,A5,G5,E-5,r,A4,G4,A3,G3,r,r,r,r,A5,A4,A3,C3,r
512.5,218.9142,226,2.5,A5,G5,E-5,r,A4,G4,A3,G3,r,r,r,r,A5,A4,A3,E-3,r
513.0,219.1642,226,3.0,A5,G5,E-5,r,A4,G4,A3,G3,r,r,r,r,E-6,E-5,E-4,A3,r
513.5,219.4142,226,3.5,A5,G5,E-5,r,A4,G4,A3,G3,r,r,r,r,E-6,E-5,E-4,C4,r
514.0,219.6642,227,1.0,A5,F#5,C5,r,A4,F#4,A3,F#3,r,r,r,r,E-6,E-5,E-4,D2,D2
514.5,219.9142,227,1.5,A5,F#5,C5,r,A4,F#4,A3,F#3,r,r,r,r,E-6,E-5,E-4,A2,D2
515.0,220.1642,227,2.0,A5,F#5,C5,r,A4,F#4,A3,F#3,r,r,r,r,D6,D5,D4,D3,r
515.5,220.4142,227,2.5,A5,F#5,C5,r,A4,F#4,A3,F#3,r,r,r,r,D6,D5,D4,F#3,r
516.0,220.6642,227,3.0,A5,F#5,C5,r,A4,F#4,A3,F#3,r,r,r,r,F#5,F#4,F#3,A3,r
516.5,220.9142,227,3.5,A5,F#5,C5,r,A4,F#4,A3,F#3,r,r,r,r,F#5,F#4,F#3,C4,r
517.0,221.1642,228,1.0,G5,G5,r,r,G4,G4,G3,G3,r,r,r,r,G5,G4,G3,B-3,G2
517.5,221.4142,228,1.5,G5,G5,r,r,G4,G4,G3,G3,r,r,r,r,G5,G4,G3,G3,G2
518.0,221.6642,228,2.0,r,r,B-4,r,r,r,r,r,r,r,r,r,r,r,r,D3,r
518.5,221.9142,228,2.5,r,r,B-4,r,r,r,r,r,r,r,r,r,r,r,r,B-2,r
519.0,222.1642,228,3.0,B-5,r,C#4,r,r,r,C#4,r,r,r,r,r,r,r,r,G3,E-2
519.5,222.4142,228,3.5,B-5,r,C#4,r,r,r,C#4,r,r,r,r,r,r,r,r,E-3,E-2
520.0,222.6642,229,1.0,G6,r,C#4,r,G5,r,C#4,r,r,r,r,r,r,r,r,B-2,r
520.5,222.9142,229,1.5,G6,r,C#4,r,G5,r,C#4,r,r,r,r,r,r,r,r,G2,r
521.0,223.1642,229,2.0,G6,r,D4,r,B-4,r,D4,r,r,r,r,r,r,r,r,G3,D2
521.5,223.4142,229,2.5,G6,r,D4,r,B-4,r,D4,r,r,r,r,r,r,r,r,D3,D2
522.0,223.6642,229,3.0,F#6,r,E-4,r,B4,r,E-4,r,r,r,r,r,r,r,r,B2,r
522.5,223.9142,229,3.5,F#6,r,E-4,r,B4,r,E-4,r,r,r,r,r,r,r,r,G2,r
523.0,224.1642,230,1.0,F#6,r,E4,r,C5,r,E4,r,r,r,r,r,r,r,r,D2,D2
524.0,224.6642,230,2.0,E6,r,E4,r,C5,r,E4,r,r,r,r,r,r,r,r,D2,r
525.0,225.1642,230,3.0,E-6,r,F4,r,A5,r,F4,r,r,r,r,r,r,r,r,D2,r
526.0,225.6642,231,1.0,E-6,r,F#4,r,A5,r,F#4,r,r,r,r,r,r,r,r,D2,r
527.0,226.1642,231,2.0,D6,r,F#4,r,A5,r,r,r,r,r,r,r,r,r,r,D2,r
528.0,226.6642,231,3.0,C#6,r,A4,r,F#5,r,r,r,r,r,r,r,r,r,r,D2,r
529.0,227.1642,232,1.0,C6,r,A4,r,F#5,r,r,r,r,r,r,r,r,r,r,D3,r
530.0,227.6642,232,2.0,A5,r,C5,r,r,r,r,r,r,r,r,r,r,r,r,D3,r
531.0,228.1642,232,3.0,F#5,r,C5,r,r,r,r,r,r,r,r,r,r,r,r,D3,r
532.0,228.6642,233,1.0,G5,r,B4,r,G4,D4,r,G3,r,r,r,r,r,r,r,r,G2
532.5,228.9142,233,1.5,G5,r,B4,r,G4,D4,r,G3,r,r,r,r,r,r,r,D4,G2
533.0,229.1642,233,2.0,r,r,B4,r,G4,D4,r,G3,r,r,r,r,r,r,r,G4,r
533.5,229.4142,233,2.5,r,r,B4,r,G4,D4,r,G3,r,r,r,r,r,r,r,F#4,r
534.0,229.6642,233,3.0,r,r,C5,r,G4,C4,r,G3,r,r,r,r,r,r,r,E4,r
534.5,229.9142,233,3.5,r,r,C5,r,G4,C4,r,G3,r,r,r,r,r,r,r,E-4,r
535.0,230.1642,234,1.0,r,r,r,r,F#4,E-4,r,G3,r,r,r,r,r,r,r,C4,G2
535.5,230.4142,234,1.5,r,r,r,r,F#4,E-4,r,G3,r,r,r,r,r,r,A3,A3,G2
536.0,230.6642,234,2.0,r,r,B4,r,G4,D4,r,G3,r,r,r,r,r,r,D4,r,r
536.5,230.9142,234,2.5,r,r,B4,r,G4,D4,r,G3,r,r,r,r,r,r,C#4,r,r
537.0,231.1642,234,3.0,r,r,E5,r,A4,F#4,r,G3,r,r,r,r,r,r,C4,r,r
537.5,231.4142,234,3.5,r,r,E5,r,A4,F#4,r,G3,r,r,r,r,r,r,A3,r,r
538.0,231.6642,235,1.0,r,r,r,r,C5,A4,r,G3,r,r,r,r,r,r,F#3,r,G2
538.5,231.9142,235,1.5,r,r,r,r,C5,A4,r,G3,r,r,r,r,r,r,D3,D3,G2
539.0,232.1642,235,2.0,r,r,B4,r,B4,G4,r,G3,r,r,r,r,r,r,r,G3,r
539.5,232.4142,235,2.5,r,r,B4,r,B4,G4,r,G3,r,r,r,r,r,r,r,F#3,r
540.0,232.6642,235,3.0,B5,G5,B5,r,B4,G4,C#4,E3,B4,B4,G4,E3,r,r,r,E3,r
540.5,232.9142,235,3.5,B5,G5,B5,r,B4,G4,C#4,E3,B4,B4,G4,E3,r,r,r,D3,r
541.0,233.1642,236,1.0,B5,G5,B5,r,B4,G4,C#4,E3,B4,B4,G4,E3,r,r,r,C#3,E2
542.0,233.6642,236,2.0,B5,G5,B5,r,B4,G4,C#4,E3,B4,B4,G4,E3,r,r,r,G2,r
543.0,234.1642,236,3.0,B5,G5,r,r,r,r,C#4,E3,B4,B4,G4,E3,B4,G4,C#4,E2,r
544.0,234.6642,237,1.0,r,r,r,r,r,r,r,r,r,r,r,r,B4,G4,C#4,r,r
545.0,235.5337,237,2.0,r,r,r,r,r,r,r,r,r,r,r,r,B4,G4,D4,D2,r
546.0,236.4033,237,3.0,r,r,r,r,r,r,r,r,r,r,r,r,C5,A4,C4,D3,r
546.5,236.8381,237,3.5,r,r,r,r,r,r,r,r,r,r,r,r,F#4,A4,C4,D3,r
547.0,237.2729,238,1.0,r,r,r,r,r,r,r,r,r,r,r,r,G4,D4,B3,G2,r
548.0,238.1424,238,2.0,r,r,r,r,r,r,r,r,r,r,r,r,G4,D4,B3,G2,r
550.0,239.8816,239,1.0,B5,D5,D5,B4,G5,B4,D4,G3,D4,D4,G4,G3,G4,D4,B3,G2,G1
551.0,240.7511,239,2.0,B5,D5,D5,B4,G5,B4,D4,G3,D4,D4,G4,G3,G4,D4,B3,G2,G1
553.0,242.4903,240,1.0,B5,D5,D5,B4,G5,B4,D4,G3,D4,D4,G4,G3,G4,D4,B3,G2,G1
