qstamp,tstamp,measure,beat,Flute 1,Flute 2,Oboe 1,Oboe 2,Bb Clarinet 1,Bb Clarinet 2,Bassoon 1,Bassoon 2,C Horn 1,C Horn 2,Violin 1,Violin 2,Viola,Violoncello,Contrabass
223.75,115.7328,152,1.8333,G5,D5,r,r,G4,D4,r,G#2,D4,G3,D6,D4,B3,D4,G1
224.0,115.8621,153,1.0,C5,C5,r,r,E-4,C4,r,C3,C4,C3,C6,E-4,C4,C4,C2
224.5,116.1207,153,1.3333,B4,B4,B4,G#4,G#4,D4,B3,G#3,D4,E3,B5,G#4,D4,E3,E2
225.5,116.6379,154,1.0,B4,B4,B4,G#4,G#4,D4,B3,G#3,D4,E3,r,r,r,r,r
226.0,116.8966,154,1.3333,B4,B4,B4,G#4,G#4,E-4,B3,G#3,E-4,E-3,r,r,r,r,r
227.0,117.4138,155,1.0,B4,B4,B4,G#4,G#4,E-4,B3,G#3,E-4,E-3,r,r,r,r,r
227.5,117.6724,155,1.3333,C5,C5,C5,F#4,F#4,E-3,C4,G#2,C4,C3,r,r,r,r,r
228.25,118.0603,155,1.8333,D5,D5,D5,F#4,F#4,E-3,D4,G#2,C4,C3,r,r,r,r,r
228.5,118.1897,156,1.0,E-5,E-5,E-5,G4,G4,E-3,E-4,G2,C4,C3,r,r,r,r,r
229.0,118.4483,156,1.3333,E-5,E-5,E-5,G4,G4,G3,E-4,G2,C4,C3,r,r,r,r,r
229.5,118.7069,156,1.6667,D5,D5,D5,B4,F4,B3,D4,G3,D4,G3,r,r,r,r,r
230.0,118.9655,157,1.0,C5,C5,C5,C5,E-4,C4,C4,C3,E-4,C4,r,r,r,r,r
230.5,119.2241,157,1.3333,B5,G#5,B4,G#4,G#4,B3,G#3,E3,D4,D4,B5,G#5,D5,E4,E3
231.5,119.7414,158,1.0,B5,G#5,B4,G#4,G#4,B3,G#3,E3,D4,D4,B5,G#5,D5,E4,E3
232.0,120.0,158,1.3333,B5,G#5,B4,G#4,G#4,B3,G#3,F3,D4,D4,B5,G#5,D5,F4,F3
233.0,120.5172,159,1.0,B5,G#5,B4,G#4,G#4,B3,G#3,F3,D4,D4,B5,G#5,D5,F4,F3
233.5,120.7759,159,1.3333,C6,G#5,C5,G#4,G#4,C4,G#3,E-3,C4,C4,C6,G#5,C5,E-4,E-3
234.25,121.1638,159,1.8333,D6,B-5,D5,B-4,B-4,D4,G#3,E-3,D4,B-3,D6,B-5,C5,E-4,E-3
234.5,121.2931,160,1.0,E-6,C6,E-5,C5,C5,E-4,G#3,C3,E-4,C4,E-6,C6,G#4,C4,C3
235.25,121.681,160,1.5,F6,D6,F5,D5,D5,F4,G#3,C3,F4,D4,F6,D6,G#4,C4,C3
235.5,121.8103,160,1.6667,G6,E-6,G5,E-5,E-5,G4,C3,G#2,G4,E-4,G6,E-6,C4,G#3,G#2
236.0,122.069,161,1.0,G6,E-6,G5,E-5,E-5,G4,C3,G#2,G4,E-4,G6,E-6,C4,G#3,G#2
236.25,122.1983,161,1.1667,G#6,F6,G#5,F5,F5,G#4,C3,G#2,G#4,F4,G#6,F6,C4,G#3,G#2
236.5,122.3276,161,1.3333,B-6,G6,B-5,G5,G5,B-4,C3,F2,B-4,G4,B-6,G6,C4,F2,F1
237.25,122.7155,161,1.8333,G#6,F6,G#5,F5,F5,G#4,C3,F2,G#4,F4,G#6,F6,C4,F2,F1
237.5,122.8448,162,1.0,G6,E-6,G5,E-5,E-5,G4,C3,G2,G4,E-4,G6,E-6,C4,G2,G1
238.5,123.3621,162,1.6667,E-6,C6,E-5,C5,C5,E-4,C4,G3,E-4,C4,E-6,C6,E-4,G3,G2
239.5,123.8793,163,1.3333,D6,F5,F5,D5,B4,F4,F4,G3,D4,G3,D6,B4,F4,G3,G2
240.5,124.3966,164,1.0,C6,E-5,E-5,C5,G4,E-4,E-4,G3,C4,C3,C6,C5,E-4,C4,C3
242.0,125.1724,165,1.0,C6,E-5,E-5,C5,G4,E-4,E-4,G3,C4,C3,C4,C4,E-4,C3,C2
243.5,125.9483,166,1.0,C6,E-5,E-5,C5,G4,E-4,E-4,G3,C4,C3,C4,C4,C3,C2,C2
